"","AID","Species","Image","TL","TL.05.00..Width","TL.10.00..Width","TL.15.00..Width","TL.20.00..Width","TL.25.00..Width","TL.30.00..Width","TL.35.00..Width","TL.40.00..Width","TL.45.00..Width","TL.50.00..Width","TL.55.00..Width","TL.60.00..Width","TL.65.00..Width","TL.70.00..Width","TL.75.00..Width","TL.80.00..Width","TL.85.00..Width","TL.90.00..Width","TL.95.00..Width","Reproductive_Class","HTRange","SHrange","SW","BaroAlt","Launch_Ht","LaserAlt","Altitude","Focal_Length","Iw","Sw","alt_diff","perDif","date_source"
"145","BB190306_A_F6-02","AMW","190306_A_F6_DSC09553.JPG",6.95,0.46,0.67,0.84,1.07,1.12,1.14,1.2,1.22,1.2,1.18,1.09,0.98,0.85,0.69,0.54,0.36,0.23,0.19,0.94,"unknown","20%-85%","30%-40%","35%",42.55,1.807,41.785,41.785,35,6000,23.5,NA,6.155318894,"new"
"146","BB190306_A_F6-02","AMW","190306_A_F6_DSC09820.JPG",6.71,0.51,0.7,0.87,1.07,1.14,1.2,1.23,1.23,1.19,1.15,1.07,0.95,0.82,0.66,0.49,0.35,0.23,0.2,1.04,"unknown","20%-85%","30%-40%","35%",43.1,1.807,40.91,40.91,35,6000,23.5,NA,9.770227328,"new"
"147","BB190306_A_F6-02","AMW","190306_A_F6_DSC09871.JPG",6.87,0.47,0.67,0.86,1.04,1.11,1.15,1.18,1.21,1.22,1.2,1.12,0.99,0.86,0.71,0.56,0.38,0.26,0.21,0.87,"unknown","20%-85%","30%-40%","35%",NA,1.807,40.52,40.52,35,6000,23.5,NA,11.24629812,"new"
"148","BB190306_A_F6-03","AMW","190306_A_F6_DSC09603.JPG",7.62,0.53,0.75,0.88,1.14,1.17,1.29,1.34,1.35,1.3,1.24,1.15,1.01,0.87,0.71,0.53,0.38,0.24,0.18,0.95,"unknown","20%-85%","30%-40%","35%",43.04,1.807,41.54,41.54,35,6000,23.5,NA,7.961001444,"new"
"149","BB190306_A_F6-04","AMW","190306_A_F6_DSC09723.JPG",7.75,0.54,0.78,0.97,1.2,1.3,1.37,1.36,1.36,1.3,1.27,1.2,1.08,0.94,0.77,0.6,0.44,0.3,0.24,1.32,"unknown","20%-85%","30%-40%","35%",NA,1.807,40,40,35,6000,23.5,NA,13.4925,"new"
"150","BB190306_A_F6-04","AMW","190306_A_F6_DSC09754.JPG",8.09,0.66,0.89,1.08,1.26,1.31,1.33,1.33,1.31,1.28,1.25,1.11,1.01,0.89,0.72,0.52,0.35,0.25,0.24,1.42,"unknown","20%-85%","30%-40%","35%",NA,1.807,40.92,40.92,35,6000,23.5,NA,10.35434995,"new"
"151","BB190306_A_F6-04","AMW","190306_A_F6_DSC09757.JPG",8.02,0.62,0.82,1,1.24,1.29,1.36,1.33,1.34,1.31,1.29,1.2,1.07,0.9,0.75,0.61,0.4,0.3,0.25,1.39,"unknown","20%-85%","30%-40%","35%",NA,1.807,40.92,40.92,35,6000,23.5,NA,10.35434995,"new"
"152","BB190306_A_F9-05","AMW","190306_A_F9_DSC00072.JPG",5.5,0.37,0.56,0.65,0.8,0.81,0.85,0.88,0.91,0.89,0.89,0.83,0.72,0.61,0.5,0.4,0.27,0.18,0.19,0.9,"unknown","20%-85%","30%-40%","35%",NA,1.807,28.95,28.95,35,6000,23.5,NA,13.66839378,"new"
"153","BB190306_A_F9-05","AMW","190306_A_F9_DSC00075.JPG",5.47,0.39,0.57,0.67,0.81,0.82,0.89,0.91,0.92,0.91,0.85,0.78,0.69,0.62,0.5,0.38,0.28,0.18,0.24,0.92,"unknown","20%-85%","30%-40%","35%",NA,1.807,28.95,28.95,35,6000,23.5,NA,13.66839378,"new"
"154","BB190309_A_F1-01-52","AMW","190309_A_F1_DSC00090.JPG",7.16,0.49,0.73,0.89,1.11,1.13,1.19,1.23,1.25,1.25,1.21,1.16,1.04,0.89,0.74,0.57,0.4,0.26,0.17,0.89,"unknown","20%-85%","30%-40%","35%",23.63,1.807,24.06,24.06,35,6000,23.5,NA,5.72319202,"new"
"155","BB190310_A_F1-01","AMW","190310_A_F1_DSC00522.JPG",7.32,0.54,0.76,0.92,1.14,1.22,1.28,1.29,1.29,1.23,1.17,1.09,0.98,0.85,0.7,0.52,0.36,0.23,0.21,1.36,"unknown","20%-85%","30%-40%","35%",36.11,1.807,34.48,34.48,35,6000,23.5,NA,9.968097448,"new"
"156","BB190310_A_F1-01","AMW","190310_A_F1_DSC00637.JPG",7.38,0.46,0.68,0.85,1.1,1.16,1.25,1.3,1.31,1.29,1.22,1.11,1,0.86,0.7,0.51,0.35,0.23,0.19,1.13,"unknown","20%-85%","30%-40%","35%",NA,1.807,31.99,31.99,35,6000,23.5,NA,19.02782119,"new"
"157","BB190310_A_F1-02","AMW","190310_A_F1_DSC00543.JPG",7.08,0.45,0.69,0.82,1.02,1.12,1.21,1.25,1.24,1.21,1.17,1.1,0.99,0.88,0.73,0.59,0.4,0.29,0.23,0.69,"unknown","20%-85%","30%-40%","35%",NA,1.807,27.24,27.24,35,6000,23.5,NA,17.72026432,"new"
"158","BB190310_A_F1-02","AMW","190310_A_F1_DSC00575.JPG",7.07,0.44,0.7,0.9,1.08,1.15,1.22,1.29,1.27,1.24,1.19,1.1,0.99,0.85,0.69,0.54,0.38,0.28,0.22,0.9,"unknown","20%-85%","30%-40%","35%",NA,1.807,26.81,26.81,35,6000,23.5,NA,20.16784782,"new"
"159","MN190303_A_F4-10-CALF1","Humpback","190303_A_F4_DSC07613.JPG",7.33783375551705,0.715367962716024,0.991599156083474,1.01993056063811,1.28907890293626,1.34574171176813,1.50864728747184,1.56531009630371,1.55114439416509,1.53697869202648,1.4803158829172,1.34574171176813,1.23241609410439,1.04826196491534,0.842859282795788,0.679953707092076,0.488716726833724,0.283314044714169,0.3895568113086,1.43781877622394,"calf","20%-85%","50%-60%","50%",25.13,1.807,24.79,24.79,35,6000,23.5,2.147,8.660750303,"new"
"160","MN190303_A_F4-10-CALF1","Humpback","190303_A_F4_DSC07844.JPG",7.52651359544572,0.73239366226365,0.966136320497829,1.0830076497675,1.27779319824512,1.38687310531935,1.55828438812614,1.64399002952953,1.63619860763925,1.63619860763925,1.60503291977297,1.47257874672274,1.3089588861114,1.12975618141434,0.95834489860755,0.771350772020207,0.55319095787175,0.350613987198686,0.350613987198686,1.45699590294219,"calf","20%-85%","50%-60%","50%",31.54,1.807,27.27,27.27,35,6000,23.5,NA,22.28456179,"new"
"161","MN190303_A_F4-10-CALF1","Humpback","190303_A_F4_DSC07909.JPG",7.65976490880352,0.719553673242057,0.912982080017781,1.0213019880425,1.26115321245651,1.37721025640073,1.51647870931562,1.52421584553816,1.50874157309308,1.47779302789987,1.41589593781649,1.31531316631735,1.14509616820926,0.94393062521099,0.804662172296105,0.634445174188009,0.433279631189743,0.317222587245524,0.526125266466333,1.79501561514539,"calf","20%-85%","50%-60%","50%",31.69,1.807,27.08,27.08,35,6000,23.5,NA,23.69645495,"new"
"162","MN190305_L_F3-04-CALF","Humpback","190305_L_F3_DSC06955.JPG",8.14859306379767,0.794739323632667,1.0864790754357,1.20719897270633,1.55929867275067,1.59953863863888,1.69007856178887,1.73031852728307,1.77055849317128,1.8309184418066,1.69007856178887,1.51905870725647,1.30779888683585,1.09653906680925,0.9154592209033,0.684079417735583,0.513059563203183,0.352099700359547,0.593539494979617,1.73031852728307,"calf","20%-85%","50%-60%","50%",35.05,2.23,35.21,35.21,35,6000,23.5,2.07,5.879011644,"new"
"163","MN190305_L_F3-04-CALF","Humpback","190305_L_F3_DSC07027.JPG",7.95536179957071,0.903276374264426,1.15358187519173,1.24064465853067,1.51271585550583,1.56713009498611,1.67595857352043,1.73037281300071,1.7194899651899,1.75213850862233,1.68684142133124,1.50183300769503,1.22976181071987,1.0338705488466,0.816213590925479,0.609439481241407,0.44619676322681,0.337368284308872,0.587673785619793,1.91538122706317,"calf","20%-85%","50%-60%","50%",41.75,2.23,38.09,38.09,35,6000,23.5,NA,15.46337621,"new"
"164","MN190305_L_F3-04-CALF","Humpback","190305_L_F3_DSC07029.JPG",7.92271325571205,0.903276374264426,1.16446472342878,1.25152750634148,1.52359870331664,1.58889579060773,1.66507572570962,1.7086071173791,1.69772426956829,1.69772426956829,1.57801294279692,1.50183300769503,1.2841760497739,1.05563624446822,0.859744982594952,0.631205177289267,0.457079611037617,0.315602588559384,0.44619676322681,1.7086071173791,"calf","20%-85%","50%-60%","50%",41.75,2.23,38.09,38.09,35,6000,23.5,NA,15.46337621,"new"
"165","MN180307_L_F2-06-CALF2","Humpback","180307_L_F2_DSC09670.JPG",8.2361029914905,0.732749376258775,1.01607913521659,1.12354904382638,1.43618877765087,1.56319866950512,1.67066857811491,1.85629842008516,1.89537838695672,1.93445835382827,1.86606841170738,1.72928852823092,1.52411870301622,1.27986891092996,1.02584912683882,0.8695292601179,0.595969492782308,0.361489692356541,0.478729592550292,1.62181861962112,"calf","20%-85%","50%-60%","50%",48.1,1.995,48.85,48.85,50,6000,23.5,1.245,2.548618219,"new"
"166","MN180307_L_F2-06-CALF2","Humpback","180307_L_F2_DSC09671.JPG",8.33380290771275,0.7034394013921,1.01607913521659,1.13331903544861,1.43618877765087,1.54365868626067,1.70974854498647,1.81721845359626,1.90514837857894,1.91491837020117,1.86606841170738,1.74882851147537,1.45572876089532,1.25055893568062,0.986769160349917,0.752289359885883,0.625279468031642,0.429879634056508,0.400569659189833,1.54365868626067,"calf","20%-85%","50%-60%","50%",48.1,1.995,48.85,48.85,50,6000,23.5,1.245,2.548618219,"new"
"167","MN180307_L_F2-06-CALF2","Humpback","180307_L_F2_DSC09697.JPG",8.26284796815187,0.85600727156097,0.998675150154465,1.29589989714664,1.52179070484206,1.60501363394399,1.74768151253749,1.83090444163942,1.8784604013258,1.8427934314446,1.70012555331676,1.48612373542652,1.18889898796869,0.998675150154465,0.82034030167977,0.606338483789527,0.45178161548398,0.416114645882172,0.439892625632233,1.53367969464725,"calf","20%-85%","50%-60%","50%",57.45,1.995,NA,59.445,50,6000,23.5,NA,NA,"new"
"168","MN190306_A_F3-04-CALF","Humpback","190306_A_F3_DSC09275.JPG",8.37107859133829,0.790079327663867,1.01581627842497,1.14749616624615,1.45788447335848,1.57075294873903,1.65540430545864,1.7024328369286,1.79648989950013,1.73064995558954,1.63659289301801,1.49550729860812,1.36382741078694,1.1098733409965,0.921759215485048,0.630182320813352,0.423256782492876,0.319794013553672,0.376228251391305,1.51431871104875,"calf","20%-85%","50%-60%","50%",30.49,1.807,32.92,32.92,35,6000,23.5,-0.623000000000005,1.892466586,"new"
"169","MN190306_A_F3-04-CALF","Humpback","190306_A_F3_DSC09280.JPG",8.28642723425029,0.846513565354143,1.05343910330623,1.11927904758521,1.4766958861675,1.54253583007809,1.68362142411958,1.75886707461888,1.8435184309701,1.74005566180986,1.66481001167895,1.50491300482844,1.26977034784702,1.06284480989493,0.846513565354143,0.611370908372724,0.5173138454328,0.357416838655964,0.329199719847665,1.5519415362984,"calf","20%-85%","50%-60%","50%",30.86,1.807,32.92,32.92,35,6000,23.5,-0.253,0.768529769,"new"
"170","MN190306_A_F3-04-CALF","Humpback","190306_A_F3_DSC09348.JPG",8.57622127075157,0.8186393033601,1.06228195310604,1.15973901315709,1.51058442850114,1.61778719448096,1.76397278455755,1.85168413829814,1.78346419641508,1.70549854860326,1.57880437076591,1.46185589885732,1.27668748506568,1.06228195310604,0.838130715217628,0.584742359542929,0.419065357608814,0.282625473766359,0.419065357608814,1.54956725259791,"calf","20%-85%","50%-60%","50%",31.15,1.807,34.11,34.11,35,6000,23.5,-1.153,3.380240399,"new"
"171","MN190311_A_F2-06-CALF2","Humpback","190311_A_F2_DSC01294.JPG",7.42030511303183,0.658980867737611,0.974930598931864,1.11033762638451,1.17352757255265,1.47142303351416,1.63391146666947,1.78737276470842,1.81445417005752,1.83250844029026,1.82348130517389,1.71515568307035,1.52558584456593,1.33601600570796,1.05617481533274,0.785360760073887,0.60481805668584,0.38816681247876,0.451356758646898,1.77834562923849,"calf","20%-85%","50%-60%","50%",32.07,1.807,31.595,31.595,35,6000,23.5,2.282,7.222661814,"new"
"172","MN190311_A_F2-06-CALF2","Humpback","190311_A_F2_DSC01303.JPG",7.87499329754464,0.705356542559524,0.991070585022321,1.08928478721726,1.30357031915179,1.44642734055804,1.66964143626488,1.77678420223214,1.81249845732143,1.77678420223214,1.7589270743378,1.63392718082589,1.46428446810268,1.13392760642857,0.910713510721726,0.705356542559524,0.437499627641369,0.303571170217262,0.312499734059524,1.15178473397321,"calf","20%-85%","50%-60%","50%",31.77,1.807,31.25,31.25,35,6000,23.5,2.327,7.4464,"new"
"173","MN190311_A_F2-06-CALF2","Humpback","190311_A_F2_DSC01305.JPG",7.94535466734843,0.712466536508524,1.01909770426287,1.14535759670137,1.39787738157838,1.4880630192363,1.65941573050376,1.7856756232955,1.82174987807608,1.7856756232955,1.71352711302787,1.62334147572318,1.44297020040734,1.19045041553033,0.937930630300094,0.667373717679564,0.477983879021807,0.351723986371366,0.306631167613052,1.17241328778681,"calf","20%-85%","50%-60%","50%",31.93,1.807,31.565,31.565,35,6000,23.5,2.172,6.881039126,"new"
"174","MN190224_L_F2-05-CALF","Humpback","190224_L_F2_DSC04539.JPG",8.11592452131143,0.935233489648938,1.10167334816833,1.18885613117274,1.37114740436054,1.51381014010127,1.64062146086317,1.656472875842,1.69610141359949,1.76743278162507,1.7436556588464,1.62477004588434,1.56929009314801,1.2681132063773,1.03034198014276,0.721239386193057,0.427988207222186,0.348731131707195,0.340805424217781,1.63269575337375,"calf","20%-85%","50%-60%","50%",27.9,2.23,27.74,27.74,35,6000,23.5,2.39,8.615717376,"new"
"175","MN190224_L_F2-05-CALF","Humpback","190224_L_F2_DSC04545.JPG",8.15416448959805,0.767450775491581,1.04725053744174,1.17515899981493,1.27908462561056,1.46295304062427,1.51891299295168,1.55089010870153,1.65481573449717,1.71876996568376,1.69478712910621,1.63083289791961,1.41498736715605,1.0712333740193,0.839399285537362,0.543610965868833,0.383725387745791,0.287794040778032,0.511633850432091,1.52690727181087,"calf","20%-85%","50%-60%","50%",28.45,2.23,27.98,27.98,35,6000,23.5,2.7,9.649749821,"new"
"176","MN190224_L_F2-05-CALF","Humpback","190224_L_F2_DSC04554.JPG",8.01443318039176,0.755490785618367,0.973570600140029,1.13713046080249,1.30847888651987,1.51098157123673,1.66675286714932,1.72127282070347,1.68232999664906,1.61223291359517,1.64338717289971,1.55771296004101,1.36299884007402,1.09818763674808,0.864530692726671,0.607508054455652,0.436159628738272,0.358273980934505,0.34269685112971,0.926839211335748,"calf","20%-85%","50%-60%","50%",28.05,2.23,27.26,27.26,35,6000,23.5,NA,11.0785033,"new"
"177","MN190226_L_F1-02-CALF","Humpback","190226_L_F1_DSC05396.JPG",8.53304416685209,0.8962220945645,1.19917040819225,1.28753033291795,1.51474156813876,1.69146141759015,1.77982134231585,1.7924441886346,1.84293557440403,1.91867265281097,1.93129549912972,1.80506703544776,1.5904786465457,1.3885131039624,1.19917040819225,0.908844940883257,0.593273780936748,0.403931084820523,0.618519473574262,2.18375242698805,"calf","20%-85%","50%-60%","50%",43.15,2.23,44.18,44.18,35,6000,23.5,1.2,2.716161159,"new"
"178","MN190226_L_F1-02-CALF","Humpback","190226_L_F1_DSC05397.JPG",8.507798472237,0.908844940883257,1.16130186874159,1.23703894714852,1.57785580022694,1.69146141759015,1.7924441886346,1.85555842072279,1.83031272808527,1.8808041133603,1.84293557440403,1.74195280335958,1.55261010709503,1.3885131039624,1.1865475613791,0.971959172971438,0.681633705662443,0.454422470392189,0.366062545617054,2.14588388803178,"calf","20%-85%","50%-60%","50%",43.15,2.23,44.18,44.18,35,6000,23.5,1.2,2.716161159,"new"
"179","MN190226_L_F1-02-CALF","Humpback","190226_L_F1_DSC05400.JPG",8.57076984860314,0.773382198946371,1.13358760684534,1.1971532670384,1.56795295115211,1.71627282521254,1.86459269885803,1.93875263568077,2.07647823269657,2.07647823269657,1.99172401924414,1.83280986855403,1.66330144164917,1.38785024761757,1.1971532670384,0.783976475576057,0.519119558174143,0.328422577636466,0.455553897981086,1.6103300580858,"calf","20%-85%","50%-60%","50%",36.75,2.23,37.08,37.08,35,6000,23.5,1.9,5.124056095,"new"
"180","MN190226_L_F2-03-CALF","Humpback","190226_L_F2_DSC05558.JPG",8.48371849219112,0.786796473091324,1.01485342217591,1.19729898090765,1.51657870935811,1.69902426808985,1.77884420053742,1.80164989526724,1.8814698272682,1.90427552199801,1.85866413253839,1.77884420053742,1.65341287863022,1.31132745544995,1.08327050681197,0.843810710362471,0.615753761724493,0.342085423135613,0.273668338499558,1.67621857336004,"calf","20%-85%","50%-60%","50%",39.75,2.23,39.91,39.91,35,6000,23.5,2.07,5.186670008,"new"
"181","MN190226_L_F4-07-CALF","Humpback","190226_L_F4_DSC05708.JPG",8.64619549692698,0.756410784886314,1.02955912373588,1.21866181995746,1.4707987482529,1.72293567654834,1.80698131917632,1.87001555125018,1.84900414069606,1.7859699086222,1.7334413818254,1.52332727504969,1.29220175730838,1.07158194525561,0.829950722237238,0.703882258089519,0.5778137939418,0.388711097761369,0.420228213962888,1.65990144447448,"calf","20%-85%","50%-60%","50%",34.55,2.23,36.77,36.77,35,6000,23.5,0.00999999999999801,0.027196084,"new"
"182","MN190226_L_F4-07-CALF","Humpback","190226_L_F4_DSC05710.JPG",8.36715573698621,0.703207972818029,1.00895056978221,1.17201328829616,1.45737304559578,1.6815842831034,1.91598694084246,1.95675262057074,1.92617836067474,1.90579552101019,1.80388132188907,1.54909582448545,1.30450174691411,0.978376310285371,0.784739332274586,0.631868033592914,0.509570994807243,0.305742596924262,0.407656796085293,1.44718162536434,"calf","20%-85%","50%-60%","50%",34.4,2.23,35.67,35.67,35,6000,23.5,0.960000000000001,2.691337258,"new"
"183","MN190226_L_F4-07-CALF","Humpback","190226_L_F4_DSC05783.JPG",7.79343336789057,0.639759455636248,0.938867772531733,1.1465818814327,1.27951891094708,1.52046727738934,1.70325569337839,1.81126702998086,1.81126702998086,1.79464990104749,1.76972420813558,1.64509574292517,1.48723301984804,1.22966752479783,0.9139420792944,0.706227970393438,0.490205297188505,0.348959703044733,0.448662475343229,1.52046727738934,"calf","20%-85%","50%-60%","50%",29.1,2.23,29.08,29.08,35,6000,23.5,2.25,7.737276479,"new"
"184","MN190301_L_F1-02-CALF","Humpback","190301_L_F1_DSC06104.JPG",8.66111262750933,0.840319284965333,1.13983903008213,1.2063989733328,1.5225587041808,1.6639985838736,1.76383849891253,1.92191836433653,1.91359837147093,1.93023835720213,1.9801583147216,1.93023835720213,1.8054384635664,1.3478388530256,1.03167912185173,0.823679298908267,0.590719497368,0.424319638752533,0.524159553791467,1.6806385696048,"calf","20%-85%","50%-60%","50%",28.05,2.23,29.12,29.12,35,6000,23.5,1.16,3.983516484,"new"
"185","MN190301_L_F1-02-CALF","Humpback","190301_L_F1_DSC06106.JPG",8.62783265669867,0.823679298908267,1.13151903689067,1.2063989733328,1.44767876806453,1.655678591008,1.79711847037493,1.88863839254827,1.9801583147216,1.9551983361248,1.88863839254827,1.75551850604693,1.57247866170027,1.3478388530256,1.10655905829387,0.840319284965333,0.540799539848533,0.341119709770667,0.415999645886933,1.6723185767392,"calf","20%-85%","50%-60%","50%",28.05,2.23,29.12,29.12,35,6000,23.5,1.16,3.983516484,"new"
"186","MN190301_L_F1-02-CALF","Humpback","190301_L_F1_DSC06180.JPG",8.60610981935021,0.823113585266893,1.12492189968565,1.23467037772124,1.49075015992367,1.67366428986358,1.82914130047369,1.96632689783907,1.96632689783907,1.95718119139581,1.84743271336022,1.76512135501264,1.62793575728905,1.37185597544482,1.07919336711112,0.722510813674571,0.5304509772914,0.292662608082955,0.320099727591851,1.5090415728102,"calf","20%-85%","50%-60%","50%",31.85,2.23,32.01,32.01,35,6000,23.5,2.07,6.466729147,"new"
"187","MN190305_L_F4-06-CALF","Humpback","190305_L_F4_DSC07339.JPG",8.33335004877557,0.804599315457814,1.09195621370698,1.28735890419227,1.45977304341189,1.63218718218131,1.72414138994518,1.73563566580311,1.77011849337692,1.82758987311679,1.72414138994518,1.51724442315176,1.24138180076053,0.9655191783693,0.689656555978071,0.505748140900521,0.37931110574292,0.275862622346209,0.344828277944016,1.50575014729382,"calf","20%-85%","50%-60%","50%",40.25,2.23,40.23,40.23,35,6000,23.5,2.25,5.592841163,"new"
"188","MN190305_L_F4-06-CALF","Humpback","190305_L_F4_DSC07340.JPG",8.38031286617586,0.736730801783736,1.08207336459855,1.31230174040958,1.46195018441623,1.66915572237564,1.74973565372915,1.73822423502877,1.76124707242953,1.73822423502877,1.64613288497488,1.54253011576974,1.31230174040958,1.02451627109666,0.713707963932114,0.564059519925464,0.356853982011144,0.299296888148559,0.391388238337711,1.46195018441623,"calf","20%-85%","50%-60%","50%",40.15,2.23,40.29,40.29,35,6000,23.5,2.09,5.187391412,"new"
"189","MN170204_A_F2_04-CALF","Humpback","170204_A_F2_DSC01065.JPG",8.4274368283341,0.8783212524998,1.11179905359878,1.21186096866653,1.44533876976551,1.55651867529957,1.70105255223257,1.80111446730032,1.7566425049996,1.65658058993186,1.60099063760028,1.50092872253254,1.35639484559953,1.11179905359878,0.90055723343243,0.678197422799765,0.466955602633415,0.378011678293258,0.53366354586676,1.81223245776663,"calf","20%-85%","50%-60%","50%",62.97,2.05,55.59,55.59,50,6000,23.5,NA,16.96348264,"new"
"190","MN170204_A_F2_04-CALF","Humpback","170204_A_F2_DSC01069.JPG",8.449672806654,0.85608527156717,1.11179905359878,1.21186096866653,1.48981073206622,1.60099063760028,1.7232885331652,1.87894040099998,1.83446843869926,1.84558642916558,1.70105255223257,1.53428269436694,1.37863082653216,1.13403503496687,0.889439242966115,0.655961441867135,0.444719621700785,0.378011678293258,0.53366354586676,1.73440652406697,"calf","20%-85%","50%-60%","50%",62.85,2.05,55.59,55.59,50,6000,23.5,NA,16.74761648,"new"
"191","MN170204_A_F2_04-CALF","Humpback","170204_A_F2_DSC01074.JPG",8.60193668092893,0.83459928956066,1.12392704364113,1.25746293000571,1.51340671184127,1.62468661729036,1.70258255093039,1.74709451319719,1.73596652273945,1.75822250365493,1.65807058866358,1.54679068365033,1.39099881637028,1.13505503409887,0.934751204552013,0.689935412738347,0.500759573649227,0.378351678003901,0.545271535916033,1.75822250365493,"calf","20%-85%","50%-60%","50%",62.81,2.05,55.64,55.64,50,6000,23.5,NA,16.57081237,"new"
"192","MN170204_A_F2_04-CALF","Humpback","170204_A_F2_DSC01120.JPG",8.3854248627158,0.7844073325627,1.08270307850473,1.22632695621258,1.42519078698484,1.55776667416635,1.67929457082151,1.77872648599129,1.76767849546495,1.76767849546495,1.72348653335959,1.57986265565174,1.40309480593216,1.16003901262183,0.961175181849567,0.751263360550967,0.497159576714293,0.375631680318755,0.464015605135273,1.67929457082151,"calf","20%-85%","50%-60%","50%",63.02,2.05,55.24,55.24,50,6000,23.5,NA,17.79507603,"new"
"193","MN170204_A_F3_06-CALF","Humpback","170204_A_F3_DSC00752.JPG",7.84607332320387,0.66572743332876,0.89159924104036,1.01047914003199,1.40278280595937,1.45033476564915,1.55732667483473,1.65243059374867,1.66431858355471,1.64054260394263,1.56921466464077,1.40278280595937,1.27201491762732,0.998591150225947,0.85593527162224,0.689503413406453,0.511183564919013,0.404191656012795,0.451743615516323,1.41467079623103,"calf","20%-85%","50%-60%","50%",66.04,2.05,59.44,59.44,50,6000,23.5,NA,14.55248991,"new"
"194","MN170204_A_F3_06-CALF","Humpback","170204_A_F3_DSC00759.JPG",7.69152945525973,0.606287483832947,0.85593527162224,0.974815170148253,1.27201491762732,1.37900682634729,1.43844677584311,1.54543868456308,1.58110265444681,1.59299064425285,1.49788672533892,1.39089481615333,1.21257496813151,0.974815170148253,0.760831352708307,0.570623514414827,0.404191656012795,0.309087736959177,0.475519595500893,1.42655878603707,"calf","20%-85%","50%-60%","50%",66.2,2.05,59.44,59.44,50,6000,23.5,NA,14.82166891,"new"
"195","MN170204_A_F3_06-CALF","Humpback","170204_A_F3_DSC00763.JPG",7.7440374098752,0.655451442228555,0.886073245896405,1.01959113235553,1.32304087404878,1.39586881207417,1.46869675009957,1.5293866985333,1.57793865689995,1.59007664696703,1.57793865689995,1.44442077091624,1.17738499799799,0.971039173513465,0.801107318279345,0.58262350420316,0.412691648778878,0.327725721066737,0.449105617791576,1.35945484282377,"calf","20%-85%","50%-60%","50%",66.74,2.05,60.69,60.69,50,6000,23.5,NA,13.34651508,"new"
"196","MN170204_A_F3_06-CALF","Humpback","170204_A_F3_DSC00779.JPG",7.67142546993475,0.63928545606411,0.86846326096126,0.977021168345203,1.27857091165579,1.399190809169,1.49568672689611,1.54393468599587,1.53187269633904,1.59218264509564,1.54393468599587,1.4595007579256,1.24238494268529,1.01320713778814,0.832277291518327,0.627223466407275,0.434231630433387,0.32567372281323,0.313611733109152,1.26650892199896,"calf","20%-85%","50%-60%","50%",66.7,2.05,60.31,60.31,50,6000,23.5,NA,13.99436246,"new"
"197","MN170204_A_F7_18-CALF","Humpback","170204_A_F7_DSC01171.JPG",8.29683293787253,0.869829259886187,1.1107050549074,1.20437897510607,1.40510880402836,1.52554670180103,1.65936658757451,1.71289454219837,1.63260261052464,1.71289454219837,1.64598459904957,1.57907465590077,1.40510880402836,1.19099698658114,0.96350318008486,0.722627385063645,0.508515567197126,0.36131369247941,0.401459658316279,1.47201874717716,"calf","20%-85%","50%-60%","50%",73.32,2.05,66.91,66.91,50,6000,23.5,NA,12.64384995,"new"
"198","MN170204_A_F7_18-CALF","Humpback","170204_A_F7_DSC01186.JPG",8.52239674749653,0.921701215395607,1.1220710451479,1.322440874377,1.50945271558377,1.61631662447108,1.77661248806364,1.80332846515467,1.74989651097261,1.69646455626736,1.58960064738005,1.41594679471879,1.18886098839866,1.0285651248061,0.868269261213547,0.561035522573948,0.400739658929073,0.333949715782947,0.574393511119463,1.66974857917633,"calf","20%-85%","50%-60%","50%",74.14,2.05,66.79,66.79,50,6000,23.5,NA,14.07396317,"new"
"199","MN170204_A_F7_18-CALF","Humpback","170204_A_F7_DSC01191.JPG",8.68172861130033,0.866839262430293,1.17356700097801,1.36027084244631,1.52030270626353,1.60031863817213,1.74701451342497,1.78702247911811,1.7070065472095,1.69367055864512,1.58698264960775,1.48029474004806,1.29359089910209,1.09355106906941,0.826831296214827,0.560111523360247,0.426751636828491,0.333399716251039,0.520103557353711,1.65366259242965,"calf","20%-85%","50%-60%","50%",73.91,2.05,66.68,66.68,50,6000,23.5,NA,13.91721656,"new"
"200","MN190303_A_F5-13-CALF2","Humpback","190303_A_F5_DSC07951.JPG",8.20712444446819,0.735679373832019,1.02230770134764,1.13695903235389,1.36626169436638,1.5764558011488,1.75320993641891,1.81531274068278,1.82486701839137,1.86308412866442,1.79142704687907,1.66244429940349,1.47613588661189,1.2372789470779,0.950650619562286,0.707016541080457,0.530262405810343,0.363062548061714,0.396502519761124,1.3471531391363,"calf","20%-85%","50%-60%","50%",17.45,1.807,16.72,16.72,35,6000,23.5,NA,15.17344498,"new"
"201","MN190303_A_F5-13-CALF2","Humpback","190303_A_F5_DSC08003.JPG",8.79855536777579,0.807133598917595,1.10281620439039,1.21469610907928,1.49439587111452,1.66221572814786,1.83802700721298,1.93392406846432,1.94990691190188,1.90195838127621,1.76610421111798,1.63824146299153,1.3905073881444,1.10281620439039,0.950979190794602,0.679270850478145,0.479485306256691,0.343631136098462,0.543416680319917,1.95789833362065,"calf","20%-85%","50%-60%","50%",29.43,1.807,27.97,27.97,35,6000,23.5,NA,11.68037183,"new"
