CO.ID,CO.Length,Image,Lab,Cruise,Date,Flight,Pilot,VO,Aircraft,Focal_Length,Sw,Iw,pix.dim,Baro_raw,Launch.Ht,Baro+Ht,Laser_Alt,Altitude,Altimeter,Lpix,object_position,Analyst
WAP-180611,1.4,180611_L_F4_DSC00941.JPG,MaRRS,LMG18-05,180611,180611_L_F4,KCB,M.Shero,LemHex,50,23.5,6000,0.00391667,70.9,2.1,73,68.12,68.12,laser,264.339,center,KCB
WAP-180611,1.4,180611_L_F4_DSC00947.JPG,MaRRS,LMG18-05,180611,180611_L_F4,KCB,M.Shero,LemHex,50,23.5,6000,0.00391667,70.9,2.1,73,67.5,67.5,laser,267.645,center,KCB
WAP-180611,1.4,180611_L_F4_DSC00959.JPG,MaRRS,LMG18-05,180611,180611_L_F4,KCB,M.Shero,LemHex,50,23.5,6000,0.00391667,60.85,2.1,62.95,57.34,57.34,laser,311.291,center,KCB
WAP-180611,1.4,180611_L_F4_DSC00964.JPG,MaRRS,LMG18-05,180611,180611_L_F4,KCB,M.Shero,LemHex,50,23.5,6000,0.00391667,60.7,2.1,62.8,56.24,56.24,laser,313.062,center,KCB
WAP-180611,1.4,180611_L_F4_DSC00986.JPG,MaRRS,LMG18-05,180611,180611_L_F4,KCB,M.Shero,LemHex,50,23.5,6000,0.00391667,50.65,2.1,52.75,46.83,46.83,laser,377.946,center,KCB
WAP-180611,1.4,180611_L_F4_DSC00992.JPG,MaRRS,LMG18-05,180611,180611_L_F4,KCB,M.Shero,LemHex,50,23.5,6000,0.00391667,50.65,2.1,52.75,47.06,47.06,laser,377.653,center,KCB
WAP-180611,1.4,180611_L_F4_DSC00996.JPG,MaRRS,LMG18-05,180611,180611_L_F4,KCB,M.Shero,LemHex,50,23.5,6000,0.00391667,40.15,2.1,42.25,36.71,36.71,laser,473.702,center,KCB
WAP-180611,1.4,180611_L_F4_DSC00998.JPG,MaRRS,LMG18-05,180611,180611_L_F4,KCB,M.Shero,LemHex,50,23.5,6000,0.00391667,40.3,2.1,42.4,37.68,37.68,laser,474.185,center,KCB
WAP-180611,1.4,180611_L_F4_DSC00998.JPG,MaRRS,LMG18-05,180611,180611_L_F4,KCB,M.Shero,LemHex,50,23.5,6000,0.00391667,40.3,2.1,42.4,37.68,37.68,laser,474.021,center,KCB.2
WAP-180611,1.4,180611_L_F4_DSC00998.JPG,MaRRS,LMG18-05,180611,180611_L_F4,KCB,M.Shero,LemHex,50,23.5,6000,0.00391667,40.3,2.1,42.4,37.68,37.68,laser,473.44,center,KCB.3
WAP-180611,1.4,180611_L_F4_DSC00941.JPG,MaRRS,LMG18-05,180611,180611_L_F4,KCB,M.Shero,LemHex,50,23.5,6000,0.00391667,70.9,2.1,73,68.12,73,barometer,264.339,center,KCB
WAP-180611,1.4,180611_L_F4_DSC00947.JPG,MaRRS,LMG18-05,180611,180611_L_F4,KCB,M.Shero,LemHex,50,23.5,6000,0.00391667,70.9,2.1,73,67.5,73,barometer,267.645,center,KCB
WAP-180611,1.4,180611_L_F4_DSC00959.JPG,MaRRS,LMG18-05,180611,180611_L_F4,KCB,M.Shero,LemHex,50,23.5,6000,0.00391667,60.85,2.1,62.95,57.34,62.95,barometer,311.291,center,KCB
WAP-180611,1.4,180611_L_F4_DSC00964.JPG,MaRRS,LMG18-05,180611,180611_L_F4,KCB,M.Shero,LemHex,50,23.5,6000,0.00391667,60.7,2.1,62.8,56.24,62.8,barometer,313.062,center,KCB
WAP-180611,1.4,180611_L_F4_DSC00986.JPG,MaRRS,LMG18-05,180611,180611_L_F4,KCB,M.Shero,LemHex,50,23.5,6000,0.00391667,50.65,2.1,52.75,46.83,52.75,barometer,377.946,center,KCB
WAP-180611,1.4,180611_L_F4_DSC00992.JPG,MaRRS,LMG18-05,180611,180611_L_F4,KCB,M.Shero,LemHex,50,23.5,6000,0.00391667,50.65,2.1,52.75,47.06,52.75,barometer,377.653,center,KCB
WAP-180611,1.4,180611_L_F4_DSC00996.JPG,MaRRS,LMG18-05,180611,180611_L_F4,KCB,M.Shero,LemHex,50,23.5,6000,0.00391667,40.15,2.1,42.25,36.71,42.25,barometer,473.702,center,KCB
WAP-180305,1.33,180305_L_F2_DSC09436.JPG,MaRRS,LMG18-03,180306,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,63,2.385,65.39,63.39,63.39,laser,273.948,center,KCB
WAP-180305,1.33,180305_L_F2_DSC09436.JPG,MaRRS,LMG18-03,180307,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,63,2.385,65.39,63.39,63.39,laser,272.724,center,KCB.2
WAP-180305,1.33,180305_L_F2_DSC09436.JPG,MaRRS,LMG18-03,180308,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,63,2.385,65.39,63.39,63.39,laser,272.797,center,KCB.3
WAP-180305,1.33,180305_L_F2_DSC09439.JPG,MaRRS,LMG18-03,180309,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,62.8,2.385,65.19,63.22,63.22,laser,274.925,center,KCB
WAP-180305,1.33,180305_L_F2_DSC09439.JPG,MaRRS,LMG18-03,180310,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,62.8,2.385,65.19,63.22,63.22,laser,274.945,center,KCB.2
WAP-180305,1.33,180305_L_F2_DSC09439.JPG,MaRRS,LMG18-03,180311,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,62.8,2.385,65.19,63.22,63.22,laser,273.955,center,KCB.3
WAP-180305,1.33,180305_L_F2_DSC09443.JPG,MaRRS,LMG18-03,180312,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,49.15,2.385,51.54,51.48,51.48,laser,353.561,center,KCB
WAP-180305,1.33,180305_L_F2_DSC09443.JPG,MaRRS,LMG18-03,180313,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,49.15,2.385,51.54,51.48,51.48,laser,351.689,center,KCB.2
WAP-180305,1.33,180305_L_F2_DSC09443.JPG,MaRRS,LMG18-03,180314,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,49.15,2.385,51.54,51.48,51.48,laser,352.296,center,KCB.3
WAP-180305,1.33,180305_L_F2_DSC09450.JPG,MaRRS,LMG18-03,180315,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,47.75,2.385,50.14,48.91,48.91,laser,353.184,center,KCB
WAP-180305,1.33,180305_L_F2_DSC09450.JPG,MaRRS,LMG18-03,180316,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,47.75,2.385,50.14,48.91,48.91,laser,352.686,center,KCB.2
WAP-180305,1.33,180305_L_F2_DSC09450.JPG,MaRRS,LMG18-03,180317,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,47.75,2.385,50.14,48.91,48.91,laser,352.886,center,KCB.3
WAP-180305,1.33,180305_L_F2_DSC09457.JPG,MaRRS,LMG18-03,180318,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,36.8,2.385,39.19,38.95,38.95,laser,454.506,center,KCB
WAP-180305,1.33,180305_L_F2_DSC09457.JPG,MaRRS,LMG18-03,180319,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,36.8,2.385,39.19,38.95,38.95,laser,453.749,center,KCB.2
WAP-180305,1.33,180305_L_F2_DSC09457.JPG,MaRRS,LMG18-03,180320,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,36.8,2.385,39.19,38.95,38.95,laser,453.938,center,KCB.3
WAP-180305,1.33,180305_L_F2_DSC09464.JPG,MaRRS,LMG18-03,180321,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,36.55,2.385,38.94,38.25,38.25,laser,456.139,center,KCB
WAP-180305,1.33,180305_L_F2_DSC09464.JPG,MaRRS,LMG18-03,180322,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,36.55,2.385,38.94,38.25,38.25,laser,456.264,center,KCB.2
WAP-180305,1.33,180305_L_F2_DSC09464.JPG,MaRRS,LMG18-03,180323,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,36.55,2.385,38.94,38.25,38.25,laser,455.264,center,KCB.3
WAP-180305,1.33,180305_L_F2_DSC09468.JPG,MaRRS,LMG18-03,180324,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,30.45,2.385,32.84,32.37,32.37,laser,542.143,center,KCB
WAP-180305,1.33,180305_L_F2_DSC09468.JPG,MaRRS,LMG18-03,180325,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,30.45,2.385,32.84,32.37,32.37,laser,541.476,center,KCB.2
WAP-180305,1.33,180305_L_F2_DSC09468.JPG,MaRRS,LMG18-03,180326,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,30.45,2.385,32.84,32.37,32.37,laser,540.63,center,KCB.3
WAP-180305,1.33,180305_L_F2_DSC09436.JPG,MaRRS,LMG18-03,180306,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,63,2.385,65.39,63.39,65.39,barometer,273.948,center,KCB
WAP-180305,1.33,180305_L_F2_DSC09436.JPG,MaRRS,LMG18-03,180307,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,63,2.385,65.39,63.39,65.39,barometer,272.724,center,KCB.2
WAP-180305,1.33,180305_L_F2_DSC09436.JPG,MaRRS,LMG18-03,180308,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,63,2.385,65.39,63.39,65.39,barometer,272.797,center,KCB.3
WAP-180305,1.33,180305_L_F2_DSC09439.JPG,MaRRS,LMG18-03,180309,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,62.8,2.385,65.19,63.22,65.19,barometer,274.925,center,KCB
WAP-180305,1.33,180305_L_F2_DSC09439.JPG,MaRRS,LMG18-03,180310,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,62.8,2.385,65.19,63.22,65.19,barometer,274.945,center,KCB.2
WAP-180305,1.33,180305_L_F2_DSC09439.JPG,MaRRS,LMG18-03,180311,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,62.8,2.385,65.19,63.22,65.19,barometer,273.955,center,KCB.3
WAP-180305,1.33,180305_L_F2_DSC09443.JPG,MaRRS,LMG18-03,180312,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,49.15,2.385,51.54,51.48,51.54,barometer,353.561,center,KCB
WAP-180305,1.33,180305_L_F2_DSC09443.JPG,MaRRS,LMG18-03,180313,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,49.15,2.385,51.54,51.48,51.54,barometer,351.689,center,KCB.2
WAP-180305,1.33,180305_L_F2_DSC09443.JPG,MaRRS,LMG18-03,180314,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,49.15,2.385,51.54,51.48,51.54,barometer,352.296,center,KCB.3
WAP-180305,1.33,180305_L_F2_DSC09450.JPG,MaRRS,LMG18-03,180315,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,47.75,2.385,50.14,48.91,50.14,barometer,353.184,center,KCB
WAP-180305,1.33,180305_L_F2_DSC09450.JPG,MaRRS,LMG18-03,180316,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,47.75,2.385,50.14,48.91,50.14,barometer,352.686,center,KCB.2
WAP-180305,1.33,180305_L_F2_DSC09450.JPG,MaRRS,LMG18-03,180317,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,47.75,2.385,50.14,48.91,50.14,barometer,352.886,center,KCB.3
WAP-180305,1.33,180305_L_F2_DSC09457.JPG,MaRRS,LMG18-03,180318,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,36.8,2.385,39.19,38.95,39.19,barometer,454.506,center,KCB
WAP-180305,1.33,180305_L_F2_DSC09457.JPG,MaRRS,LMG18-03,180319,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,36.8,2.385,39.19,38.95,39.19,barometer,453.749,center,KCB.2
WAP-180305,1.33,180305_L_F2_DSC09457.JPG,MaRRS,LMG18-03,180320,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,36.8,2.385,39.19,38.95,39.19,barometer,453.938,center,KCB.3
WAP-180305,1.33,180305_L_F2_DSC09464.JPG,MaRRS,LMG18-03,180321,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,36.55,2.385,38.94,38.25,38.94,barometer,456.139,center,KCB
WAP-180305,1.33,180305_L_F2_DSC09464.JPG,MaRRS,LMG18-03,180322,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,36.55,2.385,38.94,38.25,38.94,barometer,456.264,center,KCB.2
WAP-180305,1.33,180305_L_F2_DSC09464.JPG,MaRRS,LMG18-03,180323,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,36.55,2.385,38.94,38.25,38.94,barometer,455.264,center,KCB.3
WAP-180305,1.33,180305_L_F2_DSC09468.JPG,MaRRS,LMG18-03,180324,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,30.45,2.385,32.84,32.37,32.84,barometer,542.143,center,KCB
WAP-180305,1.33,180305_L_F2_DSC09468.JPG,MaRRS,LMG18-03,180325,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,30.45,2.385,32.84,32.37,32.84,barometer,541.476,center,KCB.2
WAP-180305,1.33,180305_L_F2_DSC09468.JPG,MaRRS,LMG18-03,180326,180305_L_F2,KCB,D.Johnston,LemHex,50,23.5,6000,0.00391667,30.45,2.385,32.84,32.37,32.84,barometer,540.63,center,KCB.3
CA-180906,1.27,180906_L_F1_DSC01597.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,12.7,2.9718,15.67,15.46,15.46,laser,1049.4,center,KCB
CA-180906,1.27,180906_L_F1_DSC01599.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,19.85,2.9718,22.82,21.87,21.87,laser,741.68,center,KCB
CA-180906,1.27,180906_L_F1_DSC01603.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,30.65,2.9718,33.62,32.9,32.9,laser,512.938,center,KCB
CA-180906,1.27,180906_L_F1_DSC01605.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,40.85,2.9718,43.82,42.26,42.26,laser,404.505,center,KCB
CA-180906,1.27,180906_L_F1_DSC01607.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,50.5,2.9718,53.47,51.95,51.95,laser,312.842,center,KCB
CA-180906,1.27,180906_L_F1_DSC01611.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,60.1,2.9718,63.07,61.84,61.84,laser,267.643,center,KCB
CA-180906,1.27,180906_L_F1_DSC01615.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,70.9,2.9718,73.87,72.97,72.97,laser,230.825,center,KCB
CA-180906,1.27,180906_L_F1_DSC01617.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,79.9,2.9718,82.87,80.97,80.97,laser,204.707,center,KCB
CA-180906,1.27,180906_L_F1_DSC01618.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,89.6,2.9718,92.57,91.13,91.13,laser,182.258,center,KCB
CA-180906,1.27,180906_L_F1_DSC01622.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,101.05,2.9718,104.02,102.06,102.06,laser,162.561,center,KCB
CA-180906,1.27,180906_L_F1_DSC01624.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,111.7,2.9718,114.67,113.23,113.23,laser,146.031,center,KCB
CA-180906,1.27,180906_L_F1_DSC01626.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,119.65,2.9718,122.62,120.04,120.04,laser,137.786,center,KCB
CA-180906,1.27,180906_L_F1_DSC01629.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,121.85,2.9718,124.82,NA,NA,laser,136.132,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01631.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,110.75,2.9718,113.72,110.18,110.18,laser,148.354,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01637.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,89.8,2.9718,92.77,91.63,91.63,laser,178.084,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01641.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,79.6,2.9718,82.57,81.33,81.33,laser,204.245,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01644.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,70.45,2.9718,73.42,72.76,72.76,laser,229.456,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01647.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,59.8,2.9718,62.77,62.52,62.52,laser,262.618,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01650.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,50,2.9718,52.97,53.6,53.6,laser,313.006,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01653.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,39.2,2.9718,42.17,42.96,42.96,laser,391.602,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01654.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,29.3,2.9718,32.27,32.85,32.85,laser,505.882,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01657.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,19.4,2.9718,22.37,23.27,23.27,laser,706.237,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01662.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,12.65,2.9718,15.62,16.67,16.67,laser,959.205,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01597.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,12.7,2.9718,15.67,15.46,15.67,barometer,1049.4,center,KCB
CA-180906,1.27,180906_L_F1_DSC01599.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,19.85,2.9718,22.82,21.87,22.82,barometer,741.68,center,KCB
CA-180906,1.27,180906_L_F1_DSC01603.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,30.65,2.9718,33.62,32.9,33.62,barometer,512.938,center,KCB
CA-180906,1.27,180906_L_F1_DSC01605.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,40.85,2.9718,43.82,42.26,43.82,barometer,404.505,center,KCB
CA-180906,1.27,180906_L_F1_DSC01607.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,50.5,2.9718,53.47,51.95,53.47,barometer,312.842,center,KCB
CA-180906,1.27,180906_L_F1_DSC01611.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,60.1,2.9718,63.07,61.84,63.07,barometer,267.643,center,KCB
CA-180906,1.27,180906_L_F1_DSC01615.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,70.9,2.9718,73.87,72.97,73.87,barometer,230.825,center,KCB
CA-180906,1.27,180906_L_F1_DSC01617.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,79.9,2.9718,82.87,80.97,82.87,barometer,204.707,center,KCB
CA-180906,1.27,180906_L_F1_DSC01618.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,89.6,2.9718,92.57,91.13,92.57,barometer,182.258,center,KCB
CA-180906,1.27,180906_L_F1_DSC01622.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,101.05,2.9718,104.02,102.06,104.02,barometer,162.561,center,KCB
CA-180906,1.27,180906_L_F1_DSC01624.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,111.7,2.9718,114.67,113.23,114.67,barometer,146.031,center,KCB
CA-180906,1.27,180906_L_F1_DSC01626.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,119.65,2.9718,122.62,120.04,122.62,barometer,137.786,center,KCB
CA-180906,1.27,180906_L_F1_DSC01629.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,121.85,2.9718,124.82,NA,124.82,barometer,136.132,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01631.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,110.75,2.9718,113.72,110.18,113.72,barometer,148.354,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01637.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,89.8,2.9718,92.77,91.63,92.77,barometer,178.084,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01641.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,79.6,2.9718,82.57,81.33,82.57,barometer,204.245,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01644.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,70.45,2.9718,73.42,72.76,73.42,barometer,229.456,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01647.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,59.8,2.9718,62.77,62.52,62.77,barometer,262.618,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01650.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,50,2.9718,52.97,53.6,52.97,barometer,313.006,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01653.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,39.2,2.9718,42.17,42.96,42.17,barometer,391.602,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01654.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,29.3,2.9718,32.27,32.85,32.27,barometer,505.882,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01657.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,19.4,2.9718,22.37,23.27,22.37,barometer,706.237,brc,KCB
CA-180906,1.27,180906_L_F1_DSC01662.JPG,MaRRS,IOS-18,180906,180906_L_F1,KCB,J.Dale,LemHex,50,23.5,6000,0.0039167,12.65,2.9718,15.62,16.67,15.62,barometer,959.205,brc,KCB
CA-180906,1.27,180906_A_F3_DSC03243.JPG,MaRRS,IOS-18,180906,180906_A_F3,J.Dale,KCB,Alta,35,23.5,6000,0.0039167,12.55,3.7719,16.3219,15.66,15.66,laser,727.661,center,KCB
CA-180906,1.27,180906_A_F3_DSC03250.JPG,MaRRS,IOS-18,180906,180906_A_F3,J.Dale,KCB,Alta,35,23.5,6000,0.0039167,20.45,3.7719,24.2219,23.16,23.16,laser,490.698,center,KCB
CA-180906,1.27,180906_A_F3_DSC03258.JPG,MaRRS,IOS-18,180906,180906_A_F3,J.Dale,KCB,Alta,35,23.5,6000,0.0039167,30.44,3.7719,34.2119,33.69,33.69,laser,346.1,center,KCB
CA-180906,1.27,180906_A_F3_DSC03266.JPG,MaRRS,IOS-18,180906,180906_A_F3,J.Dale,KCB,Alta,35,23.5,6000,0.0039167,40.3,3.7719,44.0719,43.41,43.41,laser,269.225,center,KCB
CA-180906,1.27,180906_A_F3_DSC03275.JPG,MaRRS,IOS-18,180906,180906_A_F3,J.Dale,KCB,Alta,35,23.5,6000,0.0039167,49.89,3.7719,53.6619,52.915,52.915,laser,218.799,center,KCB
CA-180906,1.27,180906_A_F3_DSC03286.JPG,MaRRS,IOS-18,180906,180906_A_F3,J.Dale,KCB,Alta,35,23.5,6000,0.0039167,61.65,3.7719,65.4219,65.07,65.07,laser,181.177,center,KCB
CA-180906,1.27,180906_A_F3_DSC03300.JPG,MaRRS,IOS-18,180906,180906_A_F3,J.Dale,KCB,Alta,35,23.5,6000,0.0039167,70.73,3.7719,74.5019,73.71,73.71,laser,158.256,center,KCB
CA-180906,1.27,180906_A_F3_DSC03304.JPG,MaRRS,IOS-18,180906,180906_A_F3,J.Dale,KCB,Alta,35,23.5,6000,0.0039167,81.73,3.7719,85.5019,84.44,84.44,laser,136.132,center,KCB
CA-180906,1.27,180906_A_F3_DSC03313.JPG,MaRRS,IOS-18,180906,180906_A_F3,J.Dale,KCB,Alta,35,23.5,6000,0.0039167,90.22,3.7719,93.9919,93.43,93.43,laser,125.483,center,KCB
CA-180906,1.27,180906_A_F3_DSC03318.JPG,MaRRS,IOS-18,180906,180906_A_F3,J.Dale,KCB,Alta,35,23.5,6000,0.0039167,100.02,3.7719,103.7919,103.59,103.59,laser,112.071,center,KCB
CA-180906,1.27,180906_A_F3_DSC03331.JPG,MaRRS,IOS-18,180906,180906_A_F3,J.Dale,KCB,Alta,35,23.5,6000,0.0039167,110.97,3.7719,114.7419,115.3,115.3,laser,103.407,center,KCB
CA-180906,1.27,180906_A_F3_DSC03339.JPG,MaRRS,IOS-18,180906,180906_A_F3,J.Dale,KCB,Alta,35,23.5,6000,0.0039167,119.26,3.7719,123.0319,NA,NA,laser,95.525,center,KCB
CA-180906,1.27,180906_A_F3_DSC03342.JPG,MaRRS,IOS-18,180906,180906_A_F3,J.Dale,KCB,Alta,35,23.5,6000,0.0039167,118.83,3.7719,122.6019,NA,NA,laser,94.202,brc,KCB
